prefix	lemma	abs_freq	abs_freq0	abs_freq1	abs_freq2	freq	freq0	freq1	freq2
от	отсеваться	152	9	63	80	0.616	0.125	0.677	0.983
от	отседать	136	89	22	25	0.551	1.233	0.236	0.307
от	отсеивать	174	8	64	102	0.706	0.111	0.688	1.253
от	отсекать	1184	288	409	487	4.801	3.989	4.396	5.983
от	отсекаться	61	11	17	33	0.247	0.152	0.183	0.405
от	отсиживать	1037	116	400	521	4.205	1.607	4.3	6.401
от	отсиживаться	874	73	467	334	3.544	1.011	5.02	4.104
от	отскабливать	59	13	22	24	0.239	0.18	0.236	0.295
от	отскакивать	689	163	349	177	2.794	2.258	3.751	2.175
от	отскочить	1819	584	835	400	7.376	8.089	8.975	4.914
от	отслаиваться	158	5	47	106	0.641	0.069	0.505	1.302
от	отслуживать	1959	957	581	421	7.943	13.255	6.245	5.172
от	отслушать	117	101	11	5	0.474	1.399	0.118	0.061
от	отсмеяться	181	5	59	117	0.734	0.069	0.634	1.437
от	отсоветовать	184	83	63	38	0.746	1.15	0.677	0.467
от	отсрочивать	683	271	218	194	2.769	3.753	2.343	2.384
от	отставать	10683	3025	4796	2862	43.317	41.898	51.552	35.163
от	отставлять	2130	627	885	618	8.637	8.684	9.513	7.593
от	отстаивать	4824	1223	1857	1744	19.56	16.939	19.961	21.427
от	отстаиваться	420	114	201	105	1.703	1.579	2.161	1.29
от	отстегать	59	21	29	9	0.239	0.291	0.312	0.111
от	отстегивать	787	107	331	349	3.191	1.482	3.558	4.288
от	отстоять	1812	757	615	440	7.347	10.485	6.611	5.406
от	отстрадать	44	18	16	10	0.178	0.249	0.172	0.123
от	отстраивать	608	151	170	287	2.465	2.091	1.827	3.526
от	отстраиваться	131	33	48	50	0.531	0.457	0.516	0.614
от	отстраниться	19	6	7	6	0.077	0.083	0.075	0.074
от	отстранять	2993	713	1240	1040	12.136	9.875	13.329	12.778
от	отстраняться	1268	234	499	535	5.141	3.241	5.364	6.573
от	отстреливаться	724	197	339	188	2.936	2.729	3.644	2.31
от	отстрелить	82	10	20	52	0.332	0.139	0.215	0.639
от	отстригать	60	6	21	33	0.243	0.083	0.226	0.405
от	отступать	12421	3901	5576	2944	50.364	54.031	59.937	36.17
от	отступаться	1149	475	448	226	4.659	6.579	4.816	2.777
от	отсуживать	138	5	21	112	0.56	0.069	0.226	1.376
от	отсутствовать	7467	734	2480	4253	30.277	10.166	26.658	52.253
от	отсчитывать	1369	351	589	429	5.551	4.862	6.331	5.271
от	отсчитываться	67	16	17	34	0.272	0.222	0.183	0.418
от	отсылать	3659	1710	1097	852	14.836	23.684	11.792	10.468
от	отсылаться	92	57	18	17	0.373	0.789	0.193	0.209
от	отсыпать	262	67	112	83	1.062	0.928	1.204	1.02
от	отсыпаться	293	16	112	165	1.188	0.222	1.204	2.027
от	отсыревать	493	88	266	139	1.999	1.219	2.859	1.708
от	отсыхать	270	86	107	77	1.095	1.191	1.15	0.946
от	оттаивать	953	148	470	335	3.864	2.05	5.052	4.116
от	отталкивать	4885	1734	2091	1060	19.807	24.017	22.476	13.023
от	отталкиваться	1577	138	773	666	6.394	1.911	8.309	8.183
от	оттаптывать	47	7	20	20	0.191	0.097	0.215	0.246
от	оттаскать	80	46	12	22	0.324	0.637	0.129	0.27
от	оттаскивать	1049	221	446	382	4.253	3.061	4.794	4.693
от	оттачивать	967	125	448	394	3.921	1.731	4.816	4.841
от	оттачиваться	62	12	24	26	0.251	0.166	0.258	0.319
от	оттенять	959	355	398	206	3.889	4.917	4.278	2.531
от	оттеснять	1344	269	629	446	5.45	3.726	6.761	5.48
от	оттесняться	48	6	21	21	0.195	0.083	0.226	0.258
от	оттирать	628	165	263	200	2.546	2.285	2.827	2.457
от	оттискивать	197	45	103	49	0.799	0.623	1.107	0.602
от	оттопыривать	926	185	480	261	3.755	2.562	5.16	3.207
от	оттопыриваться	228	57	97	74	0.924	0.789	1.043	0.909
от	отторгать	562	171	145	246	2.279	2.368	1.559	3.022
от	отторгаться	125	53	22	50	0.507	0.734	0.236	0.614
от	оттягать	106	76	24	6	0.43	1.053	0.258	0.074
от	оттягивать	2036	324	967	745	8.255	4.488	10.394	9.153
от	оттягиваться	271	42	79	150	1.099	0.582	0.849	1.843
от	оттяпывать	170	7	84	79	0.689	0.097	0.903	0.971
от	отужинать	193	93	50	50	0.783	1.288	0.537	0.614
от	отучать	152	51	49	52	0.616	0.706	0.527	0.639
от	отучаться	138	32	46	60	0.56	0.443	0.494	0.737
от	отучить	592	204	240	148	2.4	2.825	2.58	1.818
от	отучиться	120	26	44	50	0.487	0.36	0.473	0.614
от	отфильтровывать	166	50	46	70	0.673	0.693	0.494	0.86
от	отфильтровываться	24	9	8	7	0.097	0.125	0.086	0.086
от	отфыркиваться	148	21	97	30	0.6	0.291	1.043	0.369
от	отхаживать	65	16	33	16	0.264	0.222	0.355	0.197
от	отхаркивать	35	9	13	13	0.142	0.125	0.14	0.16
от	отхаркиваться	61	11	35	15	0.247	0.152	0.376	0.184
от	отхватывать	524	112	226	186	2.125	1.551	2.429	2.285
от	отхлебывать	882	100	406	376	3.576	1.385	4.364	4.62
от	отхлестывать	143	33	67	43	0.58	0.457	0.72	0.528
от	отхлопатывать	39	8	25	6	0.158	0.111	0.269	0.074
от	отхлопывать	28	9	13	6	0.114	0.125	0.14	0.074
от	отхлынуть	358	119	191	48	1.452	1.648	2.053	0.59
от	отходить	23719	6959	11249	5511	96.175	96.385	120.916	67.709
от	отцветать	598	181	272	145	2.425	2.507	2.924	1.781
от	отцеживать	80	13	31	36	0.324	0.18	0.333	0.442
от	отцеплять	523	81	296	146	2.121	1.122	3.182	1.794
от	отцепляться	243	24	131	88	0.985	0.332	1.408	1.081
от	отчаиваться	1870	551	691	628	7.582	7.632	7.428	7.716
от	отчаливать	648	147	275	226	2.627	2.036	2.956	2.777
от	отчеканивать	953	272	404	277	3.864	3.767	4.343	3.403
от	отчеркивать	156	18	81	57	0.633	0.249	0.871	0.7
от	отчислять	616	89	235	292	2.498	1.233	2.526	3.588
от	отчисляться	77	14	23	40	0.312	0.194	0.247	0.491
от	отчитывать	690	107	326	257	2.798	1.482	3.504	3.158
от	отчитываться	1023	10	311	702	4.148	0.139	3.343	8.625
от	отчищать	158	51	54	53	0.641	0.706	0.58	0.651
от	отчудить	143	32	55	56	0.58	0.443	0.591	0.688
от	отчуждать	399	155	91	153	1.618	2.147	0.978	1.88
от	отчуждаться	115	33	26	56	0.466	0.457	0.279	0.688
от	отшатываться	1718	554	712	452	6.966	7.673	7.653	5.553
от	отшвыривать	806	82	434	290	3.268	1.136	4.665	3.563
от	отшибать	372	97	182	93	1.508	1.343	1.956	1.143
от	отшивать	169	5	76	88	0.685	0.069	0.817	1.081
от	отшлепывать	108	28	41	39	0.438	0.388	0.441	0.479
от	отшлифовывать	440	57	238	145	1.784	0.789	2.558	1.781
от	отшуметь	166	6	99	61	0.673	0.083	1.064	0.749
от	отшучиваться	729	177	313	239	2.956	2.452	3.364	2.936
от	отщелкивать	81	12	41	28	0.328	0.166	0.441	0.344
от	отщеплять	49	13	21	15	0.199	0.18	0.226	0.184
от	отщепляться	53	17	28	8	0.215	0.235	0.301	0.098
от	отщипнуть	107	7	46	54	0.434	0.097	0.494	0.663
от	отщипывать	88	7	39	42	0.357	0.097	0.419	0.516
от	отъедать	93	25	39	29	0.377	0.346	0.419	0.356
от	отъедаться	304	65	141	98	1.233	0.9	1.516	1.204
от	отъединять	131	27	84	20	0.531	0.374	0.903	0.246
от	отъединяться	50	5	35	10	0.203	0.069	0.376	0.123
от	отъезжать	2656	995	888	773	10.769	13.781	9.545	9.497
от	отъять	190	171	8	11	0.77	2.368	0.086	0.135
от	отыгрывать	544	41	124	379	2.206	0.568	1.333	4.656
от	отыгрываться	557	142	197	218	2.258	1.967	2.118	2.678
от	отымать	186	78	96	12	0.754	1.08	1.032	0.147
от	отыскивать	11038	5239	3428	2371	44.756	72.563	36.848	29.13
от	отыскиваться	847	328	255	264	3.434	4.543	2.741	3.244
пере	перебарщивать	298	8	102	188	1.208	0.111	1.096	2.31
пере	перебарывать	280	9	169	102	1.135	0.125	1.817	1.253
пере	перебегать	1430	443	738	249	5.798	6.136	7.933	3.059
пере	перебежать	1114	265	600	249	4.517	3.67	6.449	3.059
пере	перебелять	119	33	69	17	0.483	0.457	0.742	0.209
пере	перебеситься	95	29	35	31	0.385	0.402	0.376	0.381
пере	перебивать	12621	4720	5209	2692	51.175	65.374	55.992	33.074
пере	перебиваться	760	272	266	222	3.082	3.767	2.859	2.728
пере	перебирать	6115	1534	2714	1867	24.795	21.247	29.173	22.938
пере	перебираться	4738	1123	2068	1547	19.211	15.554	22.229	19.007
пере	переболеть	347	56	125	166	1.407	0.776	1.344	2.039
пере	перебраниваться	67	43	19	5	0.272	0.596	0.204	0.061
пере	перебрасывать	2443	320	1430	693	9.906	4.432	15.371	8.514
пере	перебрасываться	824	155	460	209	3.341	2.147	4.945	2.568
пере	перебродить	96	18	47	31	0.389	0.249	0.505	0.381
пере	перебросать	18	5	8	5	0.073	0.069	0.086	0.061
пере	перебудить	86	25	24	37	0.349	0.346	0.258	0.455
пере	перебывать	477	253	166	58	1.934	3.504	1.784	0.713
пере	перебыть	39	5	26	8	0.158	0.069	0.279	0.098
пере	переваливать	283	61	134	88	1.147	0.845	1.44	1.081
пере	переваливаться	1042	292	498	252	4.225	4.044	5.353	3.096
пере	перевалить	1282	202	664	416	5.198	2.798	7.137	5.111
пере	переваривать	1156	277	388	491	4.687	3.837	4.171	6.032
пере	перевариваться	171	61	62	48	0.693	0.845	0.666	0.59
пере	перевезти	20	5	9	6	0.081	0.069	0.097	0.074
пере	перевертывать	5407	944	2375	2088	21.924	13.075	25.529	25.653
пере	перевертываться	2897	554	1319	1024	11.747	7.673	14.178	12.581
пере	перевесить	27	5	9	13	0.109	0.069	0.097	0.16
пере	перевести	4251	1370	1515	1366	17.237	18.975	16.285	16.783
пере	перевешать	208	93	89	26	0.843	1.288	0.957	0.319
пере	перевешивать	636	115	234	287	2.579	1.593	2.515	3.526
пере	перевешиваться	133	43	57	33	0.539	0.596	0.613	0.405
пере	перевивать	385	93	138	154	1.561	1.288	1.483	1.892
пере	перевиваться	40	16	19	5	0.162	0.222	0.204	0.061
пере	перевидать	193	53	105	35	0.783	0.734	1.129	0.43
пере	перевидеть	67	17	37	13	0.272	0.235	0.398	0.16
пере	перевирать	379	150	150	79	1.537	2.078	1.612	0.971
пере	переводить	20106	4885	8384	6837	81.525	67.66	90.12	84.0
пере	переводиться	2185	523	725	937	8.86	7.244	7.793	11.512
пере	перевозить	4192	1241	1604	1347	16.998	17.188	17.241	16.549
пере	перевозиться	268	82	102	84	1.087	1.136	1.096	1.032
пере	переволноваться	111	9	62	40	0.45	0.125	0.666	0.491
пере	перевоплощаться	312	29	131	152	1.265	0.402	1.408	1.867
пере	переворачивать	226	37	95	94	0.916	0.512	1.021	1.155
пере	перевоспитывать	418	81	221	116	1.695	1.122	2.376	1.425
пере	перевоспитываться	90	15	41	34	0.365	0.208	0.441	0.418
пере	перевязывать	2700	713	1367	620	10.948	9.875	14.694	7.617
пере	перевязываться	43	11	18	14	0.174	0.152	0.193	0.172
пере	перегибать	407	92	163	152	1.65	1.274	1.752	1.867
пере	перегибаться	1126	272	609	245	4.566	3.767	6.546	3.01
пере	переглядываться	3426	879	1605	942	13.892	12.175	17.252	11.574
пере	перегнать	750	190	349	211	3.041	2.632	3.751	2.592
пере	перегнивать	75	36	25	14	0.304	0.499	0.269	0.172
пере	переговаривать	2688	1369	870	449	10.899	18.961	9.352	5.516
пере	переговариваться	1713	271	915	527	6.946	3.753	9.835	6.475
пере	перегонять	581	164	292	125	2.356	2.271	3.139	1.536
пере	перегоняться	139	102	24	13	0.564	1.413	0.258	0.16
пере	перегораживать	816	101	352	363	3.309	1.399	3.784	4.46
пере	перегорать	585	96	276	213	2.372	1.33	2.967	2.617
пере	перегружать	1047	72	546	429	4.245	0.997	5.869	5.271
пере	перегружаться	101	17	49	35	0.41	0.235	0.527	0.43
пере	перегруппировываться	61	5	32	24	0.247	0.069	0.344	0.295
пере	перегрызать	342	56	171	115	1.387	0.776	1.838	1.413
пере	перегрызться	49	17	19	13	0.199	0.235	0.204	0.16
пере	передавать	45857	12769	19203	13885	185.939	176.857	206.414	170.593
пере	передаваться	5076	1026	2023	2027	20.582	14.211	21.745	24.904
пере	передавить	150	54	58	38	0.608	0.748	0.623	0.467
пере	передвигать	1975	463	1038	474	8.008	6.413	11.158	5.824
пере	передвигаться	2559	223	1285	1051	10.376	3.089	13.813	12.913
пере	переделывать	4066	1292	1609	1165	16.487	17.895	17.295	14.313
пере	переделываться	181	92	56	33	0.734	1.274	0.602	0.405
пере	переделять	64	16	17	31	0.26	0.222	0.183	0.381
пере	передергивать	1578	444	594	540	6.398	6.15	6.385	6.634
пере	передергиваться	313	78	156	79	1.269	1.08	1.677	0.971
пере	передерживать	70	19	28	23	0.284	0.263	0.301	0.283
пере	передирать	41	16	9	16	0.166	0.222	0.097	0.197
пере	передоверять	148	5	77	66	0.6	0.069	0.828	0.811
пере	передохнуть	461	76	265	120	1.869	1.053	2.848	1.474
пере	передразнивать	1304	424	558	322	5.287	5.873	5.998	3.956
пере	передраться	148	32	60	56	0.6	0.443	0.645	0.688
пере	передумывать	2296	503	840	953	9.31	6.967	9.029	11.709
пере	передушить	117	48	47	22	0.474	0.665	0.505	0.27
пере	передыхать	904	107	557	240	3.665	1.482	5.987	2.949
пере	переедать	156	40	53	63	0.633	0.554	0.57	0.774
пере	переезжать	9639	3326	3516	2797	39.084	46.067	37.794	34.364
пере	пережаривать	75	13	25	37	0.304	0.18	0.269	0.455
пере	пережевывать	413	105	155	153	1.675	1.454	1.666	1.88
пере	пережениться	65	24	22	19	0.264	0.332	0.236	0.233
пере	переживать	23079	4457	10348	8274	93.58	61.732	111.231	101.655
пере	переживаться	568	120	294	154	2.303	1.662	3.16	1.892
пере	пережигать	161	45	72	44	0.653	0.623	0.774	0.541
пере	пережидать	1480	283	719	478	6.001	3.92	7.729	5.873
пере	перезабыть	121	61	48	12	0.491	0.845	0.516	0.147
пере	перезакладывать	78	52	17	9	0.316	0.72	0.183	0.111
пере	перезванивать	548	18	57	473	2.222	0.249	0.613	5.811
пере	перезимовать	213	32	98	83	0.864	0.443	1.053	1.02
пере	перезнакомить	32	13	11	8	0.13	0.18	0.118	0.098
пере	перезнакомиться	231	81	84	66	0.937	1.122	0.903	0.811
пере	перезревать	134	13	50	71	0.543	0.18	0.537	0.872
пере	переигрывать	597	20	174	403	2.421	0.277	1.87	4.951
пере	переизбирать	192	10	81	101	0.779	0.139	0.871	1.241
пере	переиздавать	362	11	176	175	1.468	0.152	1.892	2.15
пере	переименоваться	54	16	21	17	0.219	0.222	0.226	0.209
пере	переименовывать	1473	281	505	687	5.973	3.892	5.428	8.441
пере	переименовываться	60	14	29	17	0.243	0.194	0.312	0.209
пере	переиначивать	374	72	158	144	1.516	0.997	1.698	1.769
пере	перекалечивать	31	8	16	7	0.126	0.111	0.172	0.086
пере	перекалывать	123	43	67	13	0.499	0.596	0.72	0.16
пере	перекапывать	77	8	34	35	0.312	0.111	0.365	0.43
пере	перекатить	112	12	61	39	0.454	0.166	0.656	0.479
пере	перекатывать	260	23	143	94	1.054	0.319	1.537	1.155
пере	перекатываться	897	152	469	276	3.637	2.105	5.041	3.391
пере	перекачиваться	71	19	26	26	0.288	0.263	0.279	0.319
пере	перекашивать	1043	157	493	393	4.229	2.175	5.299	4.828
пере	перекашиваться	434	113	222	99	1.76	1.565	2.386	1.216
пере	перекидывать	2146	532	1090	524	8.702	7.368	11.716	6.438
пере	перекидываться	1697	464	855	378	6.881	6.427	9.19	4.644
пере	перекипать	85	23	46	16	0.345	0.319	0.494	0.197
пере	перекиснуть	26	7	13	6	0.105	0.097	0.14	0.074
пере	перекладываться	75	13	32	30	0.304	0.18	0.344	0.369
пере	переклеивать	60	5	20	35	0.243	0.069	0.215	0.43
пере	перекликаться	1283	242	691	350	5.202	3.352	7.428	4.3
пере	перековывать	148	42	75	31	0.6	0.582	0.806	0.381
пере	перековываться	67	7	42	18	0.272	0.097	0.451	0.221
пере	переколачивать	53	20	21	12	0.215	0.277	0.226	0.147
пере	перекопать	167	20	78	69	0.677	0.277	0.838	0.848
пере	перекочевывать	763	127	344	292	3.094	1.759	3.698	3.588
пере	перекраивать	315	29	120	166	1.277	0.402	1.29	2.039
пере	перекрашивать	344	52	156	136	1.395	0.72	1.677	1.671
пере	перекреститься	214	161	40	13	0.868	2.23	0.43	0.16
пере	перекрещивать	1145	543	424	178	4.643	7.521	4.558	2.187
пере	перекрещиваться	3692	1780	1382	530	14.97	24.654	14.855	6.512
пере	перекрикивать	560	117	281	162	2.271	1.621	3.02	1.99
пере	перекрикиваться	81	14	33	34	0.328	0.194	0.355	0.418
пере	перекручивать	236	18	103	115	0.957	0.249	1.107	1.413
пере	перекручиваться	66	5	31	30	0.268	0.069	0.333	0.369
пере	перекрывать	2426	39	783	1604	9.837	0.54	8.416	19.707
пере	перекрываться	196	7	69	120	0.795	0.097	0.742	1.474
пере	перекувыркиваться	116	46	48	22	0.47	0.637	0.516	0.27
пере	перекувыркнуться	40	20	12	8	0.162	0.277	0.129	0.098
пере	перекупать	210	35	51	124	0.851	0.485	0.548	1.523
пере	перекусать	23	8	8	7	0.093	0.111	0.086	0.086
пере	перекусить	939	139	310	490	3.807	1.925	3.332	6.02
пере	перекусывать	156	27	50	79	0.633	0.374	0.537	0.971
пере	перелавливать	242	107	96	39	0.981	1.482	1.032	0.479
пере	перелагать	2768	523	1154	1091	11.224	7.244	12.404	13.404
пере	перелазить	24	6	11	7	0.097	0.083	0.118	0.086
пере	переламывать	1122	427	326	369	4.549	5.914	3.504	4.534
пере	переламываться	497	163	226	108	2.015	2.258	2.429	1.327
пере	перележивать	35	8	15	12	0.142	0.111	0.161	0.147
пере	перелезать	1165	333	567	265	4.724	4.612	6.095	3.256
пере	перелетать	1538	444	710	384	6.236	6.15	7.632	4.718
пере	перелечь	30	9	11	10	0.122	0.125	0.118	0.123
пере	переливать	769	230	317	222	3.118	3.186	3.407	2.728
пере	переливаться	2202	453	1119	630	8.929	6.274	12.028	7.74
пере	перелистывать	1750	340	1022	388	7.096	4.709	10.986	4.767
пере	перелицовывать	155	11	77	67	0.628	0.152	0.828	0.823
пере	переломать	689	225	239	225	2.794	3.116	2.569	2.764
пере	перелопачивать	107	5	30	72	0.434	0.069	0.322	0.885
пере	перемазывать	176	6	91	79	0.714	0.083	0.978	0.971
пере	перемалывать	395	47	159	189	1.602	0.651	1.709	2.322
пере	перемалываться	160	78	51	31	0.649	1.08	0.548	0.381
пере	переманивать	372	123	112	137	1.508	1.704	1.204	1.683
пере	перемахивать	550	40	376	134	2.23	0.554	4.042	1.646
пере	перемежать	197	29	76	92	0.799	0.402	0.817	1.13
пере	перемежаться	456	114	195	147	1.849	1.579	2.096	1.806
пере	перемениться	3344	1502	1238	604	13.559	20.803	13.307	7.421
пере	переменять	5641	3515	1693	433	22.873	48.684	18.198	5.32
пере	переменяться	357	319	31	7	1.448	4.418	0.333	0.086
пере	перемерзать	47	12	26	9	0.191	0.166	0.279	0.111
пере	перемеривать	68	14	30	24	0.276	0.194	0.322	0.295
пере	перемести	41	6	29	6	0.166	0.083	0.312	0.074
пере	переметываться	252	12	131	109	1.022	0.166	1.408	1.339
пере	перемешать	1230	366	447	417	4.987	5.069	4.805	5.123
пере	перемешаться	548	157	242	149	2.222	2.175	2.601	1.831
пере	перемешивать	393	77	127	189	1.594	1.066	1.365	2.322
пере	перемешиваться	340	89	153	98	1.379	1.233	1.645	1.204
пере	перемещать	1214	135	487	592	4.922	1.87	5.235	7.273
пере	перемещаться	2734	163	1004	1567	11.086	2.258	10.792	19.252
пере	перемигиваться	342	105	156	81	1.387	1.454	1.677	0.995
пере	переминать	144	71	49	24	0.584	0.983	0.527	0.295
пере	переминаться	912	263	371	278	3.698	3.643	3.988	3.416
пере	перемирать	224	119	70	35	0.908	1.648	0.752	0.43
пере	перемножать	84	6	39	39	0.341	0.083	0.419	0.479
пере	перемогать	210	95	91	24	0.851	1.316	0.978	0.295
пере	перемогаться	102	55	32	15	0.414	0.762	0.344	0.184
пере	перемолачивать	22	6	7	9	0.089	0.083	0.075	0.111
пере	перемолвиться	180	44	90	46	0.73	0.609	0.967	0.565
пере	перемудрить	62	15	26	21	0.251	0.208	0.279	0.258
пере	перемучиться	36	9	20	7	0.146	0.125	0.215	0.086
пере	перемывать	366	99	155	112	1.484	1.371	1.666	1.376
пере	перенести	10319	3465	3811	3043	41.841	47.992	40.965	37.387
пере	перенимать	1703	532	561	610	6.905	7.368	6.03	7.495
пере	переносить	6581	2315	2415	1851	26.684	32.064	25.959	22.742
пере	переноситься	2469	941	871	657	10.011	13.033	9.362	8.072
пере	переночевать	1696	533	745	418	6.877	7.382	8.008	5.136
пере	перенумеровывать	46	8	30	8	0.187	0.111	0.322	0.098
пере	перенюхать	18	6	6	6	0.073	0.083	0.064	0.074
пере	переобувать	42	6	16	20	0.17	0.083	0.172	0.246
пере	переобуваться	235	32	134	69	0.953	0.443	1.44	0.848
пере	переодевать	1163	344	478	341	4.716	4.765	5.138	4.19
пере	переодеваться	3283	891	1257	1135	13.312	12.341	13.512	13.945
пере	переоценивать	933	30	427	476	3.783	0.416	4.59	5.848
пере	перепадать	752	205	304	243	3.049	2.839	3.268	2.986
пере	перепархивать	165	61	79	25	0.669	0.845	0.849	0.307
пере	перепахивать	186	14	115	57	0.754	0.194	1.236	0.7
пере	перепачкать	384	98	150	136	1.557	1.357	1.612	1.671
пере	перепачкаться	54	13	22	19	0.219	0.18	0.236	0.233
пере	перепевать	93	19	28	46	0.377	0.263	0.301	0.565
пере	перепеленывать	32	6	12	14	0.13	0.083	0.129	0.172
пере	перепечатывать	1055	266	450	339	4.278	3.684	4.837	4.165
пере	перепечатываться	64	14	31	19	0.26	0.194	0.333	0.233
пере	перепивать	195	27	92	76	0.791	0.374	0.989	0.934
пере	перепиваться	240	79	116	45	0.973	1.094	1.247	0.553
пере	перепиливать	144	28	67	49	0.584	0.388	0.72	0.602
пере	переписывать	4326	1351	1725	1250	17.541	18.712	18.542	15.358
пере	переписываться	1308	396	566	346	5.304	5.485	6.084	4.251
пере	переплавлять	179	22	86	71	0.726	0.305	0.924	0.872
пере	переплавляться	81	8	39	34	0.328	0.111	0.419	0.418
пере	переплачивать	262	53	64	145	1.062	0.734	0.688	1.781
пере	переплетать	1174	323	486	365	4.76	4.474	5.224	4.484
пере	переплетаться	1286	220	620	446	5.214	3.047	6.664	5.48
пере	переплывать	1011	340	449	222	4.099	4.709	4.826	2.728
пере	переползать	390	47	222	121	1.581	0.651	2.386	1.487
пере	переполнять	3511	1093	1482	936	14.236	15.139	15.93	11.5
пере	переполняться	486	195	187	104	1.971	2.701	2.01	1.278
пере	переполошить	109	31	35	43	0.442	0.429	0.376	0.528
пере	переполошиться	197	74	66	57	0.799	1.025	0.709	0.7
пере	перепортить	177	110	51	16	0.718	1.524	0.548	0.197
пере	перепоясывать	177	33	102	42	0.718	0.457	1.096	0.516
пере	перепоясываться	22	5	12	5	0.089	0.069	0.129	0.061
пере	переправлять	1412	270	684	458	5.725	3.74	7.352	5.627
пере	переправляться	2232	932	1039	261	9.05	12.909	11.168	3.207
пере	перепревать	94	25	37	32	0.381	0.346	0.398	0.393
пере	перепробовать	383	82	144	157	1.553	1.136	1.548	1.929
пере	перепродавать	363	87	96	180	1.472	1.205	1.032	2.211
пере	перепрыгивать	1375	276	676	423	5.575	3.823	7.266	5.197
пере	перепрятывать	144	9	63	72	0.584	0.125	0.677	0.885
пере	перепугать	1952	523	829	600	7.915	7.244	8.911	7.372
пере	перепугаться	1080	380	377	323	4.379	5.263	4.052	3.968
пере	перепускать	65	37	21	7	0.264	0.512	0.226	0.086
пере	перепутывать	2055	364	832	859	8.333	5.042	8.943	10.554
пере	перепутываться	539	184	247	108	2.186	2.548	2.655	1.327
пере	перерабатывать	1633	243	597	793	6.621	3.366	6.417	9.743
пере	перерабатываться	240	50	108	82	0.973	0.693	1.161	1.007
пере	перерастать	571	22	237	312	2.315	0.305	2.548	3.833
пере	перерасти	807	91	270	446	3.272	1.26	2.902	5.48
пере	перервать	536	473	56	7	2.173	6.551	0.602	0.086
пере	перерезаться	28	10	13	5	0.114	0.139	0.14	0.061
пере	перерезывать	2137	799	846	492	8.665	11.067	9.094	6.045
пере	перерешить	57	15	31	11	0.231	0.208	0.333	0.135
пере	перерисовывать	108	13	53	42	0.438	0.18	0.57	0.516
пере	перерождать	218	86	119	13	0.884	1.191	1.279	0.16
пере	перерождаться	846	383	295	168	3.43	5.305	3.171	2.064
пере	перерубать	263	79	103	81	1.066	1.094	1.107	0.995
пере	переругаться	85	20	42	23	0.345	0.277	0.451	0.283
пере	переругиваться	288	36	138	114	1.168	0.499	1.483	1.401
пере	перерывать	117	79	24	14	0.474	1.094	0.258	0.172
пере	перерыть	403	109	179	115	1.634	1.51	1.924	1.413
пере	пересажать	71	5	20	46	0.288	0.069	0.215	0.565
пере	пересаживать	892	182	348	362	3.617	2.521	3.741	4.448
пере	пересаживаться	1756	418	705	633	7.12	5.789	7.578	7.777
пере	пересаливать	54	26	21	7	0.219	0.36	0.226	0.086
пере	пересвистываться	49	5	36	8	0.199	0.069	0.387	0.098
пере	пересекать	5676	701	3033	1942	23.015	9.709	32.602	23.86
пере	пересекаться	1424	165	430	829	5.774	2.285	4.622	10.185
пере	переселять	766	221	271	274	3.106	3.061	2.913	3.366
пере	переселяться	2764	1258	914	592	11.207	17.424	9.825	7.273
пере	пересиживать	317	28	143	146	1.285	0.388	1.537	1.794
пере	пересиливать	1109	376	497	236	4.497	5.208	5.342	2.9
пере	пересказывать	2517	710	741	1066	10.206	9.834	7.965	13.097
пере	пересказываться	39	8	16	15	0.158	0.111	0.172	0.184
пере	перескакивать	1532	562	674	296	6.212	7.784	7.245	3.637
пере	переслащивать	22	7	7	8	0.089	0.097	0.075	0.098
пере	переслушать	110	67	33	10	0.446	0.928	0.355	0.123
пере	пересматривать	2790	575	940	1275	11.313	7.964	10.104	15.665
пере	пересматриваться	182	8	53	121	0.738	0.111	0.57	1.487
пере	пересмеиваться	188	47	114	27	0.762	0.651	1.225	0.332
пере	переснять	137	11	61	65	0.556	0.152	0.656	0.799
пере	пересоздавать	156	107	35	14	0.633	1.482	0.376	0.172
пере	пересолить	203	89	70	44	0.823	1.233	0.752	0.541
пере	пересочинять	18	7	5	6	0.073	0.097	0.054	0.074
пере	переспать	392	18	132	242	1.589	0.249	1.419	2.973
пере	переспоривать	186	72	82	32	0.754	0.997	0.881	0.393
пере	переспрашивать	4526	911	1960	1655	18.352	12.618	21.068	20.334
пере	перессорить	53	21	14	18	0.215	0.291	0.15	0.221
пере	перессориться	211	103	67	41	0.856	1.427	0.72	0.504
пере	переставать	34941	10521	13486	10934	141.677	145.721	144.962	134.336
пере	переставлять	1527	215	766	546	6.192	2.978	8.234	6.708
пере	переставляться	51	13	16	22	0.207	0.18	0.172	0.27
пере	перестараться	247	8	106	133	1.002	0.111	1.139	1.634
пере	перестилать	124	29	40	55	0.503	0.402	0.43	0.676
пере	перестрадать	154	63	80	11	0.624	0.873	0.86	0.135
пере	перестраивать	1699	314	786	599	6.889	4.349	8.449	7.359
пере	перестраиваться	968	55	518	395	3.925	0.762	5.568	4.853
пере	перестреливаться	66	43	12	11	0.268	0.596	0.129	0.135
пере	перестрелять	444	59	256	129	1.8	0.817	2.752	1.585
пере	перестукиваться	77	14	57	6	0.312	0.194	0.613	0.074
пере	переступать	3849	985	1710	1154	15.607	13.643	18.381	14.178
