prefix	lemma	abs_freq	abs_freq0	abs_freq1	abs_freq2	freq	freq0	freq1	freq2
и[зс]	изукрашивать	315	158	104	53	1.277	2.188	1.118	0.651
и[зс]	изумлять	1936	1027	613	296	7.85	14.224	6.589	3.637
и[зс]	изумляться	2920	1067	926	927	11.84	14.778	9.954	11.389
и[зс]	изуродовать	1667	472	767	428	6.759	6.537	8.245	5.258
и[зс]	изучать	20303	3707	8781	7815	82.324	51.344	94.387	96.016
и[зс]	изучаться	1031	106	428	497	4.18	1.468	4.601	6.106
и[зс]	изъедать	546	122	273	151	2.214	1.69	2.934	1.855
и[зс]	изъездить	209	84	86	39	0.847	1.163	0.924	0.479
и[зс]	изъявлять	2859	2360	283	216	11.593	32.687	3.042	2.654
и[зс]	изъязвлять	73	29	33	11	0.296	0.402	0.355	0.135
и[зс]	изъяснять	1336	1191	96	49	5.417	16.496	1.032	0.602
и[зс]	изъясняться	912	449	220	243	3.698	6.219	2.365	2.986
и[зс]	изымать	2719	315	757	1647	11.025	4.363	8.137	20.235
и[зс]	изыматься	204	9	38	157	0.827	0.125	0.408	1.929
и[зс]	изыскивать	1007	379	331	297	4.083	5.249	3.558	3.649
и[зс]	изыскиваться	31	8	13	10	0.126	0.111	0.14	0.123
и[зс]	искажать	2606	660	1157	789	10.567	9.141	12.437	9.694
и[зс]	искажаться	909	301	373	235	3.686	4.169	4.009	2.887
и[зс]	искалечивать	1222	311	566	345	4.955	4.307	6.084	4.239
и[зс]	искалывать	207	33	105	69	0.839	0.457	1.129	0.848
и[зс]	исклевывать	42	12	19	11	0.17	0.166	0.204	0.135
и[зс]	исключать	12937	2220	4360	6357	52.456	30.748	46.866	78.103
и[зс]	исключаться	1052	192	358	502	4.266	2.659	3.848	6.168
и[зс]	исковеркивать	781	271	379	131	3.167	3.753	4.074	1.609
и[зс]	исколесить	154	33	85	36	0.624	0.457	0.914	0.442
и[зс]	искоренять	1071	530	291	250	4.343	7.341	3.128	3.072
и[зс]	искореняться	77	48	18	11	0.312	0.665	0.193	0.135
и[зс]	искривлять	893	298	383	212	3.621	4.127	4.117	2.605
и[зс]	искривляться	284	98	110	76	1.152	1.357	1.182	0.934
и[зс]	искромсать	153	11	89	53	0.62	0.152	0.957	0.651
и[зс]	искрошить	127	47	59	21	0.515	0.651	0.634	0.258
и[зс]	искупать	1583	622	562	399	6.419	8.615	6.041	4.902
и[зс]	искупаться	693	101	311	281	2.81	1.399	3.343	3.452
и[зс]	искуплять	38	24	9	5	0.154	0.332	0.097	0.061
и[зс]	искуривать	51	7	34	10	0.207	0.097	0.365	0.123
и[зс]	искусывать	412	137	199	76	1.671	1.898	2.139	0.934
и[зс]	искушать	936	346	332	258	3.795	4.792	3.569	3.17
и[зс]	искушаться	144	102	32	10	0.584	1.413	0.344	0.123
и[зс]	испакостить	59	19	30	10	0.239	0.263	0.322	0.123
и[зс]	испарять	150	34	75	41	0.608	0.471	0.806	0.504
и[зс]	испаряться	1444	223	626	595	5.855	3.089	6.729	7.31
и[зс]	испачкать	731	158	309	264	2.964	2.188	3.321	3.244
и[зс]	испачкаться	111	11	43	57	0.45	0.152	0.462	0.7
и[зс]	испепелять	419	56	202	161	1.699	0.776	2.171	1.978
и[зс]	испепеляться	28	7	16	5	0.114	0.097	0.172	0.061
и[зс]	испечь	752	158	337	257	3.049	2.188	3.622	3.158
и[зс]	испечься	59	18	27	14	0.239	0.249	0.29	0.172
и[зс]	испещрять	912	372	347	193	3.698	5.152	3.73	2.371
и[зс]	испивать	889	433	300	156	3.605	5.997	3.225	1.917
и[зс]	исписывать	1949	601	884	464	7.903	8.324	9.502	5.701
и[зс]	исписываться	80	24	41	15	0.324	0.332	0.441	0.184
и[зс]	исповедаться	384	134	146	104	1.557	1.856	1.569	1.278
и[зс]	исповедовать	2290	949	711	630	9.285	13.144	7.643	7.74
и[зс]	исповедоваться	614	182	241	191	2.49	2.521	2.591	2.347
и[зс]	исповедывать	181	103	62	16	0.734	1.427	0.666	0.197
и[зс]	исповедываться	104	67	31	6	0.422	0.928	0.333	0.074
и[зс]	испоганивать	101	8	35	58	0.41	0.111	0.376	0.713
и[зс]	исполнять	30749	15732	8258	6759	124.68	217.895	88.766	83.042
и[зс]	исполняться	6777	2011	2102	2664	27.479	27.853	22.594	32.73
и[зс]	исполосовывать	219	45	111	63	0.888	0.623	1.193	0.774
и[зс]	использовать	33502	536	9790	23176	135.842	7.424	105.233	284.743
и[зс]	использоваться	9391	16	1869	7506	38.078	0.222	20.09	92.22
и[зс]	испортить	6278	2213	2279	1786	25.456	30.651	24.497	21.943
и[зс]	испортиться	1464	407	684	373	5.936	5.637	7.352	4.583
и[зс]	исправлять	7726	3233	2489	2004	31.327	44.779	26.754	24.621
и[зс]	исправляться	1415	733	375	307	5.737	10.152	4.031	3.772
и[зс]	испражняться	121	21	49	51	0.491	0.291	0.527	0.627
и[зс]	испробовать	834	289	375	170	3.382	4.003	4.031	2.089
и[зс]	испугать	3852	1760	1326	766	15.619	24.377	14.253	9.411
и[зс]	испугаться	12098	3608	4943	3547	49.054	49.972	53.133	43.579
и[зс]	испужаться	241	165	68	8	0.977	2.285	0.731	0.098
и[зс]	испускать	1482	640	555	287	6.009	8.864	5.966	3.526
и[зс]	испытывать	27031	7419	10642	8970	109.604	102.757	114.391	110.206
и[зс]	испытываться	468	72	248	148	1.898	0.997	2.666	1.818
и[зс]	испятнать	75	10	42	23	0.304	0.139	0.451	0.283
и[зс]	иссекать	185	62	74	49	0.75	0.859	0.795	0.602
и[зс]	иссечь	120	32	52	36	0.487	0.443	0.559	0.442
и[зс]	исследовать	7144	1730	2205	3209	28.967	23.961	23.702	39.426
и[зс]	исследоваться	473	37	136	300	1.918	0.512	1.462	3.686
и[зс]	исстрадаться	278	107	120	51	1.127	1.482	1.29	0.627
и[зс]	иссушать	421	150	179	92	1.707	2.078	1.924	1.13
и[зс]	иссыхать	344	167	113	64	1.395	2.313	1.215	0.786
и[зс]	иссякать	1793	345	786	662	7.27	4.778	8.449	8.133
и[зс]	истаивать	320	75	135	110	1.298	1.039	1.451	1.351
и[зс]	истапливать	231	86	117	28	0.937	1.191	1.258	0.344
и[зс]	истаптывать	430	94	233	103	1.744	1.302	2.505	1.265
и[зс]	истаскиваться	32	12	13	7	0.13	0.166	0.14	0.086
и[зс]	истачиваться	31	6	16	9	0.126	0.083	0.172	0.111
и[зс]	истекать	2356	611	817	928	9.553	8.463	8.782	11.402
и[зс]	истерзать	704	310	271	123	2.855	4.294	2.913	1.511
и[зс]	истерять	19	8	5	6	0.077	0.111	0.054	0.074
и[зс]	истирать	157	55	53	49	0.637	0.762	0.57	0.602
и[зс]	истираться	120	33	44	43	0.487	0.457	0.473	0.528
и[зс]	истлевать	819	249	363	207	3.321	3.449	3.902	2.543
и[зс]	истолковывать	1653	450	655	548	6.703	6.233	7.041	6.733
и[зс]	истолковываться	137	38	54	45	0.556	0.526	0.58	0.553
и[зс]	истолочь	164	78	44	42	0.665	1.08	0.473	0.516
и[зс]	истомлять	289	190	79	20	1.172	2.632	0.849	0.246
и[зс]	истомляться	269	100	121	48	1.091	1.385	1.301	0.59
и[зс]	истончаться	225	8	66	151	0.912	0.111	0.709	1.855
и[зс]	истончить	73	12	25	36	0.296	0.166	0.269	0.442
и[зс]	исторгать	722	390	174	158	2.928	5.402	1.87	1.941
и[зс]	исторгаться	45	22	6	17	0.182	0.305	0.064	0.209
и[зс]	исторгнуться	42	27	7	8	0.17	0.374	0.075	0.098
и[зс]	истосковаться	241	33	132	76	0.977	0.457	1.419	0.934
и[зс]	источать	846	147	369	330	3.43	2.036	3.966	4.054
и[зс]	источаться	33	10	16	7	0.134	0.139	0.172	0.086
и[зс]	истощать	488	295	137	56	1.979	4.086	1.473	0.688
и[зс]	истощаться	852	501	231	120	3.455	6.939	2.483	1.474
и[зс]	истощить	860	513	234	113	3.487	7.105	2.515	1.388
и[зс]	истрачивать	1649	621	650	378	6.686	8.601	6.987	4.644
и[зс]	истрачиваться	91	49	30	12	0.369	0.679	0.322	0.147
и[зс]	истребиться	136	112	15	9	0.551	1.551	0.161	0.111
и[зс]	истреблять	3914	2322	1045	547	15.87	32.161	11.233	6.721
и[зс]	истребляться	160	94	51	15	0.649	1.302	0.548	0.184
и[зс]	истребовать	207	92	17	98	0.839	1.274	0.183	1.204
и[зс]	истрепывать	224	68	112	44	0.908	0.942	1.204	0.541
и[зс]	истрепываться	91	29	40	22	0.369	0.402	0.43	0.27
и[зс]	истыкивать	86	26	39	21	0.349	0.36	0.419	0.258
и[зс]	истязать	534	218	178	138	2.165	3.019	1.913	1.695
и[зс]	исхаживать	136	17	70	49	0.551	0.235	0.752	0.602
и[зс]	исхитряться	222	9	85	128	0.9	0.125	0.914	1.573
и[зс]	исхлестывать	116	12	82	22	0.47	0.166	0.881	0.27
и[зс]	исхлопатывать	60	19	36	5	0.243	0.263	0.387	0.061
и[зс]	исходатайствовать	247	220	21	6	1.002	3.047	0.226	0.074
и[зс]	исходить	13120	2176	4714	6230	53.198	30.139	50.671	76.542
и[зс]	исхудать	648	202	313	133	2.627	2.798	3.364	1.634
и[зс]	исцарапывать	431	93	222	116	1.748	1.288	2.386	1.425
и[зс]	исцарапываться	34	5	21	8	0.138	0.069	0.226	0.098
и[зс]	исцелять	1347	450	558	339	5.462	6.233	5.998	4.165
и[зс]	исцеляться	314	130	111	73	1.273	1.801	1.193	0.897
и[зс]	исчезать	35666	9657	14997	11012	144.617	133.754	161.203	135.295
и[зс]	исчезнуть	30	17	8	5	0.122	0.235	0.086	0.061
и[зс]	исчеркивать	101	9	57	35	0.41	0.125	0.613	0.43
и[зс]	исчерпывать	3239	558	1421	1260	13.133	7.729	15.274	15.48
и[зс]	исчерпываться	1199	315	530	354	4.862	4.363	5.697	4.349
и[зс]	исчерчивать	190	59	102	29	0.77	0.817	1.096	0.356
и[зс]	исчислять	1082	584	229	269	4.387	8.089	2.462	3.305
и[зс]	исчисляться	662	81	242	339	2.684	1.122	2.601	4.165
на	набавлять	142	80	51	11	0.576	1.108	0.548	0.135
на	набальзамировать	60	26	23	11	0.243	0.36	0.247	0.135
на	набегать	2350	671	1101	578	9.529	9.294	11.835	7.101
на	набегаться	235	61	103	71	0.953	0.845	1.107	0.872
на	набедокурить	97	23	44	30	0.393	0.319	0.473	0.369
на	набелить	132	81	38	13	0.535	1.122	0.408	0.16
на	набивать	7530	1809	3621	2100	30.532	25.055	38.922	25.801
на	набиваться	1117	177	581	359	4.529	2.452	6.245	4.411
на	набирать	12061	1697	4194	6170	48.904	23.504	45.081	75.805
на	набираться	4465	1185	1730	1550	18.104	16.413	18.596	19.043
на	наблюдать	23297	5529	9649	8119	94.464	76.579	103.717	99.751
на	наблюдаться	7686	1057	2866	3763	31.165	14.64	30.807	46.233
на	наблюсти	246	140	79	27	0.997	1.939	0.849	0.332
на	наболеть	320	104	117	99	1.298	1.44	1.258	1.216
на	наболтать	185	69	76	40	0.75	0.956	0.817	0.491
на	набормотать	21	6	7	8	0.085	0.083	0.075	0.098
на	набрасывать	687	195	307	185	2.786	2.701	3.3	2.273
на	набрасываться	720	171	339	210	2.919	2.368	3.644	2.58
на	набредать	621	151	289	181	2.518	2.091	3.106	2.224
на	набрехать	80	10	49	21	0.324	0.139	0.527	0.258
на	набродиться	20	6	9	5	0.081	0.083	0.097	0.061
на	набросать	1463	500	658	305	5.932	6.925	7.073	3.747
на	набросить	1116	308	466	342	4.525	4.266	5.009	4.202
на	наброситься	1756	446	823	487	7.12	6.177	8.846	5.983
на	набрякнуть	368	11	210	147	1.492	0.152	2.257	1.806
на	набухать	1247	75	661	511	5.056	1.039	7.105	6.278
на	наваливать	182	52	100	30	0.738	0.72	1.075	0.369
на	наваливаться	2797	401	1480	916	11.341	5.554	15.909	11.254
на	навалить	1254	402	629	223	5.085	5.568	6.761	2.74
на	навалиться	47	5	36	6	0.191	0.069	0.387	0.074
на	навалять	71	15	12	44	0.288	0.208	0.129	0.541
на	наваривать	341	75	131	135	1.383	1.039	1.408	1.659
на	наващивать	84	22	50	12	0.341	0.305	0.537	0.147
на	навевать	1270	442	408	420	5.15	6.122	4.386	5.16
на	навеваться	26	14	7	5	0.105	0.194	0.075	0.061
на	наведываться	1241	317	435	489	5.032	4.391	4.676	6.008
на	навезти	207	93	83	31	0.839	1.288	0.892	0.381
на	навербовывать	88	31	42	15	0.357	0.429	0.451	0.184
на	навернуть	128	13	70	45	0.519	0.18	0.752	0.553
на	наверстывать	736	182	300	254	2.984	2.521	3.225	3.121
на	навертеть	94	29	42	23	0.381	0.402	0.451	0.283
на	навертываться	982	571	247	164	3.982	7.909	2.655	2.015
на	навешивать	881	132	410	339	3.572	1.828	4.407	4.165
на	навешиваться	49	6	28	15	0.199	0.083	0.301	0.184
на	навещать	6490	1832	2521	2137	26.315	25.374	27.098	26.255
на	навивать	94	27	56	11	0.381	0.374	0.602	0.135
на	навиваться	24	6	11	7	0.097	0.083	0.118	0.086
на	навидаться	186	19	92	75	0.754	0.263	0.989	0.921
на	навинчивать	59	7	37	15	0.239	0.097	0.398	0.184
на	нависать	3148	540	1551	1057	12.764	7.479	16.672	12.986
на	навлекать	988	586	251	151	4.006	8.116	2.698	1.855
на	наводить	8564	2933	3047	2584	34.725	40.623	32.752	31.747
на	наводиться	146	30	49	67	0.592	0.416	0.527	0.823
на	наводнять	589	221	225	143	2.388	3.061	2.419	1.757
на	наводняться	52	35	12	5	0.211	0.485	0.129	0.061
на	наволакивать	65	10	39	16	0.264	0.139	0.419	0.197
на	навораживать	31	13	11	7	0.126	0.18	0.118	0.086
на	наворачивать	129	5	66	58	0.523	0.069	0.709	0.713
на	наворовывать	181	50	47	84	0.734	0.693	0.505	1.032
на	наворотить	352	34	111	207	1.427	0.471	1.193	2.543
на	наворочать	65	5	42	18	0.264	0.069	0.451	0.221
на	навострить	314	121	120	73	1.273	1.676	1.29	0.897
на	навостриться	135	35	59	41	0.547	0.485	0.634	0.504
на	наврать	714	171	280	263	2.895	2.368	3.01	3.231
на	навредить	451	21	99	331	1.829	0.291	1.064	4.067
на	навыдумывать	39	6	19	14	0.158	0.083	0.204	0.172
на	навьючивать	455	189	201	65	1.845	2.618	2.161	0.799
на	навязать	63	5	22	36	0.255	0.069	0.236	0.442
на	навязнуть	786	198	284	304	3.187	2.742	3.053	3.735
на	навязывать	2768	603	994	1171	11.224	8.352	10.685	14.387
на	навязываться	750	297	241	212	3.041	4.114	2.591	2.605
на	нагадить	215	53	59	103	0.872	0.734	0.634	1.265
на	нагадывать	144	16	52	76	0.584	0.222	0.559	0.934
на	нагибать	740	270	390	80	3.001	3.74	4.192	0.983
на	нагибаться	4924	1555	2518	851	19.966	21.537	27.066	10.455
на	наглеть	140	5	61	74	0.568	0.069	0.656	0.909
на	наглотаться	247	36	103	108	1.002	0.499	1.107	1.327
на	наглядеться	667	302	276	89	2.705	4.183	2.967	1.093
на	нагнаиваться	21	6	7	8	0.085	0.083	0.075	0.098
на	нагнетать	287	15	126	146	1.164	0.208	1.354	1.794
на	наговаривать	2355	902	940	513	9.549	12.493	10.104	6.303
на	наговориться	531	225	203	103	2.153	3.116	2.182	1.265
на	наголодаться	78	28	36	14	0.316	0.388	0.387	0.172
на	нагонять	2690	948	1255	487	10.907	13.13	13.49	5.983
на	нагораживать	200	64	90	46	0.811	0.886	0.967	0.565
на	нагорать	192	110	60	22	0.779	1.524	0.645	0.27
на	наготавливать	202	67	97	38	0.819	0.928	1.043	0.467
на	награбить	742	223	343	176	3.009	3.089	3.687	2.162
на	награждать	6304	2374	1944	1986	25.561	32.881	20.896	24.4
на	награждаться	292	117	71	104	1.184	1.621	0.763	1.278
на	нагребать	125	13	80	32	0.507	0.18	0.86	0.393
на	нагревать	2455	513	1218	724	9.954	7.105	13.092	8.895
на	нагреваться	1017	253	486	278	4.124	3.504	5.224	3.416
на	нагрешить	83	33	27	23	0.337	0.457	0.29	0.283
на	нагромождать	410	127	229	54	1.662	1.759	2.462	0.663
на	нагромождаться	62	10	44	8	0.251	0.139	0.473	0.098
на	нагрубить	262	110	92	60	1.062	1.524	0.989	0.737
на	нагружать	2310	762	1070	478	9.366	10.554	11.501	5.873
на	нагружаться	244	82	115	47	0.989	1.136	1.236	0.577
на	нагрянуть	1158	295	460	403	4.695	4.086	4.945	4.951
на	нагуливать	190	55	68	67	0.77	0.762	0.731	0.823
на	нагуляться	178	54	56	68	0.722	0.748	0.602	0.835
на	надавать	478	163	198	117	1.938	2.258	2.128	1.437
на	надавливать	914	112	345	457	3.706	1.551	3.708	5.615
на	надаивать	109	9	68	32	0.442	0.125	0.731	0.393
на	надаривать	73	25	16	32	0.296	0.346	0.172	0.393
на	надвигать	1256	364	672	220	5.093	5.042	7.223	2.703
на	надвигаться	3554	741	1978	835	14.411	10.263	21.262	10.259
на	надевать	22310	7483	9281	5546	90.462	103.643	99.762	68.139
на	надеваться	428	122	194	112	1.735	1.69	2.085	1.376
на	наделать	3395	1749	1082	564	13.766	24.224	11.63	6.929
на	наделять	3106	797	1029	1280	12.594	11.039	11.061	15.726
на	наделяться	182	15	42	125	0.738	0.208	0.451	1.536
на	надергать	103	20	46	37	0.418	0.277	0.494	0.455
на	надерзить	39	7	19	13	0.158	0.097	0.204	0.16
на	надивиться	274	236	31	7	1.111	3.269	0.333	0.086
на	надиктовывать	93	5	26	62	0.377	0.069	0.279	0.762
на	надирать	187	66	77	44	0.758	0.914	0.828	0.541
на	надувать	3128	1332	1150	646	12.683	18.449	12.361	7.937
на	надуваться	1379	460	615	304	5.592	6.371	6.611	3.735
на	надумывать	1673	444	778	451	6.784	6.15	8.363	5.541
на	надушить	453	150	224	79	1.837	2.078	2.408	0.971
на	надушиться	82	26	37	19	0.332	0.36	0.398	0.233
на	надымить	42	13	18	11	0.17	0.18	0.193	0.135
на	надышать	89	18	36	35	0.361	0.249	0.387	0.43
на	надышаться	332	84	112	136	1.346	1.163	1.204	1.671
на	наедать	113	32	55	26	0.458	0.443	0.591	0.319
на	наедаться	1419	445	600	374	5.754	6.163	6.449	4.595
на	наездиться	54	11	19	24	0.219	0.152	0.204	0.295
на	наезжать	2466	834	779	853	9.999	11.551	8.374	10.48
на	наезживать	163	36	83	44	0.661	0.499	0.892	0.541
на	нажаловаться	186	60	64	62	0.754	0.831	0.688	0.762
на	нажаривать	152	32	59	61	0.616	0.443	0.634	0.749
на	нажевывать	36	10	19	7	0.146	0.139	0.204	0.086
на	наживать	3228	1689	949	590	13.089	23.393	10.201	7.249
на	наживаться	718	285	263	170	2.911	3.947	2.827	2.089
на	наживлять	59	7	37	15	0.239	0.097	0.398	0.184
на	нажимать	5799	323	2811	2665	23.514	4.474	30.216	32.742
на	нажираться	437	30	173	234	1.772	0.416	1.86	2.875
на	назваться	1843	1004	405	434	7.473	13.906	4.353	5.332
на	назидать	72	23	35	14	0.292	0.319	0.376	0.172
на	назначать	29598	12223	9401	7974	120.013	169.294	101.052	97.969
на	назначаться	2323	932	696	695	9.419	12.909	7.481	8.539
на	назревать	1596	243	677	676	6.471	3.366	7.277	8.305
на	называть	117151	33031	41176	42944	475.019	457.495	442.603	527.615
на	называться	30181	8328	10454	11399	122.377	115.347	112.37	140.049
на	наиграться	216	45	68	103	0.876	0.623	0.731	1.265
на	наигрывать	599	175	278	146	2.429	2.424	2.988	1.794
на	наименовывать	333	253	57	23	1.35	3.504	0.613	0.283
на	наказывать	10626	5186	3002	2438	43.086	71.828	32.269	29.954
на	наказываться	1015	199	85	731	4.116	2.756	0.914	8.981
на	накаливать	398	73	247	78	1.614	1.011	2.655	0.958
на	накалывать	596	90	310	196	2.417	1.247	3.332	2.408
на	накалываться	64	7	37	20	0.26	0.097	0.398	0.246
на	накалять	187	22	121	44	0.758	0.305	1.301	0.541
на	накаляться	497	25	267	205	2.015	0.346	2.87	2.519
на	накапать	197	22	87	88	0.799	0.305	0.935	1.081
на	накапливать	1675	232	717	726	6.792	3.213	7.707	8.92
на	накапливаться	3750	692	1440	1618	15.205	9.585	15.479	19.879
на	накатать	517	60	232	225	2.096	0.831	2.494	2.764
на	накататься	41	8	13	20	0.166	0.111	0.14	0.246
на	накатить	520	84	166	270	2.108	1.163	1.784	3.317
на	накатывать	464	19	190	255	1.881	0.263	2.042	3.133
на	накатываться	333	32	205	96	1.35	0.443	2.204	1.179
на	накачивать	621	60	235	326	2.518	0.831	2.526	4.005
на	накашивать	134	53	64	17	0.543	0.734	0.688	0.209
на	накидать	253	53	130	70	1.026	0.734	1.397	0.86
на	накидывать	396	144	176	76	1.606	1.994	1.892	0.934
на	накидываться	1289	565	472	252	5.227	7.826	5.074	3.096
на	накинуть	3404	1058	1608	738	13.802	14.654	17.284	9.067
на	накипать	404	206	137	61	1.638	2.853	1.473	0.749
на	накладывать	1810	389	723	698	7.339	5.388	7.772	8.576
на	накладываться	513	54	179	280	2.08	0.748	1.924	3.44
на	наклать	118	65	47	6	0.478	0.9	0.505	0.074
на	наклевываться	149	57	61	31	0.604	0.789	0.656	0.381
на	наклеивать	1253	255	590	408	5.081	3.532	6.342	5.013
на	наклеиваться	70	13	38	19	0.284	0.18	0.408	0.233
на	наклепывать	90	38	37	15	0.365	0.526	0.398	0.184
на	накликать	367	150	117	100	1.488	2.078	1.258	1.229
на	наклонить	53	30	15	8	0.215	0.416	0.161	0.098
на	наклонять	3461	1297	1507	657	14.034	17.964	16.199	8.072
на	наклоняться	7524	2203	3504	1817	30.508	30.513	37.665	22.324
на	наклюкаться	53	13	24	16	0.215	0.18	0.258	0.197
на	наковыривать	49	6	14	29	0.199	0.083	0.15	0.356
на	наколачивать	94	50	25	19	0.381	0.693	0.269	0.233
на	наколдовывать	48	9	17	22	0.195	0.125	0.183	0.27
на	накопать	232	25	93	114	0.941	0.346	1.0	1.401
на	накоплять	2665	328	930	1407	10.806	4.543	9.997	17.287
на	накопляться	408	251	148	9	1.654	3.476	1.591	0.111
на	накормить	3395	942	1482	971	13.766	13.047	15.93	11.93
на	накосить	33	12	14	7	0.134	0.166	0.15	0.086
на	накостылять	85	22	33	30	0.345	0.305	0.355	0.369
на	накрапывать	428	121	181	126	1.735	1.676	1.946	1.548
на	накрасить	681	44	298	339	2.761	0.609	3.203	4.165
на	накрахмаливать	609	172	286	151	2.469	2.382	3.074	1.855
на	накренять	109	23	63	23	0.442	0.319	0.677	0.283
на	накреняться	524	75	281	168	2.125	1.039	3.02	2.064
на	накричать	372	70	212	90	1.508	0.97	2.279	1.106
на	накричаться	65	25	35	5	0.264	0.346	0.376	0.061
на	накропать	44	5	13	26	0.178	0.069	0.14	0.319
на	накрошить	128	35	63	30	0.519	0.485	0.677	0.369
на	накручивать	710	19	301	390	2.879	0.263	3.235	4.792
на	накрывать	6923	1588	2736	2599	28.071	21.995	29.409	31.932
на	накрываться	804	158	390	256	3.26	2.188	4.192	3.145
на	накупать	814	344	239	231	3.301	4.765	2.569	2.838
на	накупаться	45	10	20	15	0.182	0.139	0.215	0.184
на	накуривать	424	126	221	77	1.719	1.745	2.376	0.946
на	накуриваться	143	32	73	38	0.58	0.443	0.785	0.467
на	накуролесить	62	36	12	14	0.251	0.499	0.129	0.172
на	накушаться	91	41	13	37	0.369	0.568	0.14	0.455
на	налавливать	448	139	196	113	1.817	1.925	2.107	1.388
на	налагать	5793	2429	1765	1599	23.489	33.643	18.972	19.645
на	налагаться	189	96	35	58	0.766	1.33	0.376	0.713
на	налаживать	4846	366	2336	2144	19.649	5.069	25.11	26.341
на	налаживаться	1710	156	869	685	6.934	2.161	9.341	8.416
на	налазить	66	7	39	20	0.268	0.097	0.419	0.246
на	налакаться	36	9	16	11	0.146	0.125	0.172	0.135
на	наламывать	464	61	247	156	1.881	0.845	2.655	1.917
на	налегать	1211	483	503	225	4.91	6.69	5.407	2.764
на	належивать	28	13	7	8	0.114	0.18	0.075	0.098
на	налезать	306	54	171	81	1.241	0.748	1.838	0.995
на	налеплять	215	54	67	94	0.872	0.748	0.72	1.155
на	налетать	4016	1023	2086	907	16.284	14.169	22.422	11.143
на	наливать	11065	2660	4928	3477	44.866	36.842	52.971	42.719
на	наливаться	2436	572	1187	677	9.877	7.922	12.759	8.318
на	нализываться	147	64	64	19	0.596	0.886	0.688	0.233
на	налипать	436	36	243	157	1.768	0.499	2.612	1.929
на	наловчиться	159	17	71	71	0.645	0.235	0.763	0.872
на	налопаться	50	20	21	9	0.203	0.277	0.226	0.111
на	налюбоваться	419	232	133	54	1.699	3.213	1.43	0.663
на	наляпывать	62	9	41	12	0.251	0.125	0.441	0.147
на	намагничивать	147	14	85	48	0.596	0.194	0.914	0.59
на	намазывать	1075	278	400	397	4.359	3.85	4.3	4.878
на	намазываться	83	15	34	34	0.337	0.208	0.365	0.418
на	намалевывать	343	98	143	102	1.391	1.357	1.537	1.253
на	намалывать	43	15	14	14	0.174	0.208	0.15	0.172
на	намарать	31	16	9	6	0.126	0.222	0.097	0.074
на	намасливать	44	20	18	6	0.178	0.277	0.193	0.074
на	наматывать	1134	140	571	423	4.598	1.939	6.138	5.197
на	наматываться	195	16	129	50	0.791	0.222	1.387	0.614
на	намачивать	442	145	180	117	1.792	2.008	1.935	1.437
на	намаяться	185	39	94	52	0.75	0.54	1.01	0.639
на	намекать	4833	1414	1607	1812	19.597	19.585	17.274	22.262
на	намекаться	29	10	14	5	0.118	0.139	0.15	0.061
на	намеливать	20	7	8	5	0.081	0.097	0.086	0.061
на	наменивать	52	10	35	7	0.211	0.139	0.376	0.086
на	намереваться	3401	1332	986	1083	13.79	18.449	10.599	13.306
на	намерзать	120	23	76	21	0.487	0.319	0.817	0.258
на	намерзнуться	81	5	51	25	0.328	0.069	0.548	0.307
на	намеривать	1110	455	239	416	4.501	6.302	2.569	5.111
на	намериваться	89	41	33	15	0.361	0.568	0.355	0.184
на	намести	255	41	157	57	1.034	0.568	1.688	0.7
на	наметать	320	44	161	115	1.298	0.609	1.731	1.413
на	намечать	7749	1289	3996	2464	31.42	17.853	42.953	30.273
на	намечаться	2902	224	1384	1294	11.767	3.103	14.877	15.898
на	намечтать	26	5	7	14	0.105	0.069	0.075	0.172
на	намешать	115	7	44	64	0.466	0.097	0.473	0.786
на	наминать	210	70	99	41	0.851	0.97	1.064	0.504
на	намозолить	101	36	39	26	0.41	0.499	0.419	0.319
на	намокать	703	106	418	179	2.85	1.468	4.493	2.199
на	намолачивать	66	22	19	25	0.268	0.305	0.204	0.307
на	наморщивать	635	154	296	185	2.575	2.133	3.182	2.273
на	наморщиться	144	51	44	49	0.584	0.706	0.473	0.602
на	намудрить	30	6	12	12	0.122	0.083	0.129	0.147
на	намучить	41	16	19	6	0.166	0.222	0.204	0.074
на	намучиться	196	22	105	69	0.795	0.305	1.129	0.848
на	намывать	249	29	134	86	1.01	0.402	1.44	1.057
на	намыливать	480	88	245	147	1.946	1.219	2.634	1.806
на	нанизывать	645	101	307	237	2.615	1.399	3.3	2.912
на	нанизываться	86	11	41	34	0.349	0.152	0.441	0.418
на	нанимать	6799	3524	1570	1705	27.568	48.809	16.876	20.948
на	наниматься	1285	606	441	238	5.21	8.393	4.74	2.924
на	наносить	13164	3281	4631	5252	53.377	45.443	49.779	64.527
на	наноситься	682	75	211	396	2.765	1.039	2.268	4.865
на	нанюхаться	107	16	48	43	0.434	0.222	0.516	0.528
на	наобещать	132	29	50	53	0.535	0.402	0.537	0.651
на	нападать	5574	2360	1899	1315	22.601	32.687	20.412	16.156
на	нападывать	5078	2548	1640	890	20.59	35.291	17.628	10.935
на	напаивать	42	8	27	7	0.17	0.111	0.29	0.086
на	напакостить	189	95	54	40	0.766	1.316	0.58	0.491
на	напарывать	44	15	23	6	0.178	0.208	0.247	0.074
на	напарываться	586	50	289	247	2.376	0.693	3.106	3.035
